DateTime,BasicIncidentType,BasicPropertyUse,CivilianCasualtySeverity,CauseOfInjury,HumanFactorsContributingToInjury,ActivityWhenInjured,AreaOfFireOrigin,CauseOfIgnition,DetectorPresence,FireJurisdictionBoundaries,CivilianCasualtyCount
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Moderate,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Moderate,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Moderate,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/13/21 13:43,111 - Building fire,429 - Multifamily dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Cooking area, kitchen",Cause under investigation,1 - Present,North Lincoln Fire & Rescue District #1,1
12/15/21 17:27,"122 - Fire in motor home, camper, recreational vehicle","962 - Residential street, road or residential driveway",Fatality,1 - Exposed to fire products,Possibly mentally disabled,"Activity, other","Vehicle area, other",Unintentional,N - None present,Portland Fire & Rescue,1
12/16/21 16:39,111 - Building fire,429 - Multifamily dwelling,Minor,1 - Exposed to fire products,None,Fire control,"Cooking area, kitchen",Unintentional,1 - Present,Salem Fire Department,1
12/16/21 23:33,1120 - Tent Fire/Undersheltered,"960 - Street, other",Minor,1 - Exposed to fire products,Possibly mentally disabled,Undetermined,Bedroom - < 5 persons; included are jail or prison,Unintentional,N - None present,Portland Fire & Rescue,1
12/17/21 14:17,131 - Passenger vehicle fire,"962 - Residential street, road or residential driveway",Minor,1 - Exposed to fire products,None,Not Reported,"Engine area, running gear, wheel area",Unintentional,N - Not Reported,Dayton Fire District,1
12/22/21 14:55,111 - Building fire,"311 - 24-hour care Nursing homes, 4 or more persons",Fatality,1 - Exposed to fire products,Possibly mentally disabled,Escaping,"Common room, den, family room, living room, lounge",Cause under investigation,U - Undetermined,Roseburg Fire Department,1
12/24/21 3:09,111 - Building fire,429 - Multifamily dwelling,Moderate,1 - Exposed to fire products,Physically restrained,Unable to act,Bedroom - < 5 persons; included are jail or prison,Unintentional,1 - Present,Portland Fire & Rescue,1
12/24/21 10:20,1120 - Tent Fire/Undersheltered,965 - Vehicle parking area,Minor,1 - Exposed to fire products,Possibly mentally disabled,Undetermined,Bedroom - < 5 persons; included are jail or prison,Cause undetermined after investigation,N - None present,Portland Fire & Rescue,1
12/26/21 2:26,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,None,Escaping,"Cooking area, kitchen",Cause undetermined after investigation,1 - Present,Salem Fire Department,1
12/26/21 2:26,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,1 - Exposed to fire products,None,Escaping,"Cooking area, kitchen",Cause undetermined after investigation,1 - Present,Salem Fire Department,1
12/27/21 16:57,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,N - Not Reported,Not Reported,Not Reported,Undetermined,Cause undetermined after investigation,U - Undetermined,Rural Metro Fire Department,1
12/28/21 6:14,111 - Building fire,419 - 1 or 2 family dwelling,Life threatening,1 - Exposed to fire products,Possibly impaired by other drug or chemical,Not Reported,Bedroom - < 5 persons; included are jail or prison,Cause under investigation,U - Undetermined,Sutherlin Fire Department,1
12/28/21 6:14,111 - Building fire,419 - 1 or 2 family dwelling,Life threatening,N - Not Reported,Possibly impaired by other drug or chemical,Not Reported,Bedroom - < 5 persons; included are jail or prison,Cause under investigation,U - Undetermined,Sutherlin Fire Department,1
12/31/21 4:33,111 - Building fire,419 - 1 or 2 family dwelling,Fatality,1 - Exposed to fire products,"Asleep, no known impairment",Unable to act,"Common room, den, family room, living room, lounge",Unintentional,N - None present,Hoodland Fire District #74,1
12/31/21 12:26,111 - Building fire,419 - 1 or 2 family dwelling,Minor,"0 - Cause of injury, other",Not Reported,Not Reported,"Common room, den, family room, living room, lounge",Failure of equipment or heat source,1 - Present,North Bend Fire & Rescue,1
12/31/21 12:26,111 - Building fire,419 - 1 or 2 family dwelling,Minor,N - Not Reported,Not Reported,Not Reported,"Common room, den, family room, living room, lounge",Failure of equipment or heat source,1 - Present,North Bend Fire & Rescue,1
1/1/22 9:09,"151 - Outside rubbish, trash or waste fire","962 - Residential street, road or residential driveway",Minor,1 - Exposed to fire products,Possibly mentally disabled,Undetermined,"Highway, parking lot, street: on or near",Unintentional,N - Not Reported,Portland Fire & Rescue,1
1/1/22 9:36,1120 - Tent Fire/Undersheltered,"962 - Residential street, road or residential driveway",Undetermined,1 - Exposed to fire products,Possibly mentally disabled,"Activity, other",Bedroom - < 5 persons; included are jail or prison,Failure of equipment or heat source,N - None present,Portland Fire & Rescue,1
1/1/22 9:36,1120 - Tent Fire/Undersheltered,"962 - Residential street, road or residential driveway",Undetermined,1 - Exposed to fire products,Possibly mentally disabled,"Activity, other",Bedroom - < 5 persons; included are jail or prison,Failure of equipment or heat source,N - None present,Portland Fire & Rescue,1
1/1/22 15:25,1120 - Tent Fire/Undersheltered,"900 - Outside or special property, other",Moderate,1 - Exposed to fire products,"Asleep, no known impairment",Sleeping,"Highway, parking lot, street: on or near",Unintentional,N - None present,Portland Fire & Rescue,1
1/1/22 16:30,111 - Building fire,808 - Outbuilding or shed,Moderate,1 - Exposed to fire products,Not Reported,Returning to vicinity of fire before control of fire,"Structural area, other",Cause undetermined after investigation,N - None present,Umatilla Tribal Fire Department,1
1/2/22 0:00,NNN - Not Reported,U - Unknown,Fatality,N - Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,N - Not Reported,Hillsboro Fire & Rescue,1
1/2/22 13:56,111 - Building fire,419 - 1 or 2 family dwelling,Moderate,N - Not Reported,Not Reported,Not Reported,Bedroom - < 5 persons; included are jail or prison,Unintentional,1 - Present,Tualatin Valley Fire & Rescue,1
1/6/22 16:54,111 - Building fire,419 - 1 or 2 family dwelling,Life threatening,1 - Exposed to fire products,Possibly mentally disabled,Escaping,"Cooking area, kitchen",Unintentional,1 - Present,McKenzie Fire & Rescue,1
1/13/22 22:59,111 - Building fire,419 - 1 or 2 family dwelling,Life threatening,1 - Exposed to fire products,"Asleep, no known impairment,Possibly impaired by alcohol,Possibly impaired by other drug or chemical",Sleeping,"Courtyard, patio, terrace",Unintentional,1 - Present,Jackson County Fire District #3,1
1/17/22 10:03,1120 - Tent Fire/Undersheltered,961 - Highway or divided highway,Minor,1 - Exposed to fire products,"Asleep, no known impairment",Sleeping,Bedroom - < 5 persons; included are jail or prison,Cause undetermined after investigation,N - None present,Portland Fire & Rescue,1
1/18/22 2:05,"151 - Outside rubbish, trash or waste fire",963 - Street or road in commercial area,Minor,1 - Exposed to fire products,"Asleep, no known impairment,Possibly impaired by alcohol",Sleeping,"Outside area, other",Cause undetermined after investigation,N - Not Reported,Salem Fire Department,1
1/20/22 15:55,"122 - Fire in motor home, camper, recreational vehicle","400 - Residential, other",Moderate,5 - Caught or trapped,"Asleep, no known impairment",Sleeping,"Common room, den, family room, living room, lounge",Failure of equipment or heat source,N - None present,Tillamook Fire District,1
1/20/22 15:55,"122 - Fire in motor home, camper, recreational vehicle","400 - Residential, other",Minor,1 - Exposed to fire products,Not Reported,Rescue attempt,"Common room, den, family room, living room, lounge",Failure of equipment or heat source,N - None present,Tillamook Fire District,1
1/22/22 18:17,131 - Passenger vehicle fire,965 - Vehicle parking area,Minor,N - Not Reported,Not Reported,Not Reported,"Engine area, running gear, wheel area",Cause undetermined after investigation,N - Not Reported,Clackamas Fire District #1,1
1/24/22 6:42,131 - Passenger vehicle fire,965 - Vehicle parking area,Severe,1 - Exposed to fire products,"Possibly impaired by alcohol,Possibly impaired by other drug or chemical",Sleeping,Operator/passenger area of transportation equipment,Unintentional,N - Not Reported,Redmond Fire & Rescue,1
1/26/22 0:41,"122 - Fire in motor home, camper, recreational vehicle","400 - Residential, other",Fatality,9 - Multiple causes,Not Reported,Not Reported,Undetermined,Cause under investigation,N - Not Reported,North Douglas County Fire & EMS,1
1/28/22 4:37,131 - Passenger vehicle fire,965 - Vehicle parking area,Minor,2 - Exposed to hazardous materials or toxic fumes other than smoke,Not Reported,Not Reported,"Engine area, running gear, wheel area",Unintentional,N - Not Reported,North Lincoln Fire & Rescue District #1,1
1/29/22 6:50,111 - Building fire,419 - 1 or 2 family dwelling,Minor,"0 - Cause of injury, other",Not Reported,Not Reported,Bedroom - < 5 persons; included are jail or prison,Unintentional,N - None present,Eugene Springfield Fire,1
1/30/22 4:57,131 - Passenger vehicle fire,"962 - Residential street, road or residential driveway",Minor,"0 - Cause of injury, other",Possibly mentally disabled,Sleeping,Bedroom - < 5 persons; included are jail or prison,Unintentional,N - Not Reported,Portland Fire & Rescue,1
1/30/22 11:01,1120 - Tent Fire/Undersheltered,"900 - Outside or special property, other",Minor,1 - Exposed to fire products,Possibly mentally disabled,"Activity, other","Highway, parking lot, street: on or near",Cause undetermined after investigation,N - None present,Portland Fire & Rescue,1
2/5/22 0:55,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,"Asleep, no known impairment",Escaping,Bedroom - 5+ persons; including barrack/dormitory,Cause under investigation,N - None present,Keizer Fire District,1
2/5/22 0:55,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,"Asleep, no known impairment",Escaping,Bedroom - 5+ persons; including barrack/dormitory,Cause under investigation,N - None present,Keizer Fire District,1
2/5/22 0:55,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,"Asleep, no known impairment",Escaping,Bedroom - 5+ persons; including barrack/dormitory,Cause under investigation,N - None present,Keizer Fire District,1
2/5/22 0:55,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,"Asleep, no known impairment",Escaping,Bedroom - 5+ persons; including barrack/dormitory,Cause under investigation,N - None present,Keizer Fire District,1
2/5/22 0:55,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,"Asleep, no known impairment",Escaping,Bedroom - 5+ persons; including barrack/dormitory,Cause under investigation,N - None present,Keizer Fire District,1
2/5/22 0:55,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,"Asleep, no known impairment",Escaping,Bedroom - 5+ persons; including barrack/dormitory,Cause under investigation,N - None present,Keizer Fire District,1
2/5/22 0:55,111 - Building fire,419 - 1 or 2 family dwelling,Minor,1 - Exposed to fire products,"Asleep, no known impairment",Escaping,Bedroom - 5+ persons; including barrack/dormitory,Cause under investigation,N - None present,Keizer Fire District,1
